record_id,title,authors,year,source_database,doi_or_arxiv_id,venue,publication_type,peer_reviewed_guess,publication_status,url,query_id,abstract,abstract_source,language,language_flag,tier,reason
R-15523,TAチャットボットへの検索拡張生成（RAG）の実装と回答精度の検証,Shimbaru Toshiki,2025,OpenAlex,,Institutional Repositories DataBase (IRDB),article,No (preprint),,https://seinan-gu.repo.nii.ac.jp/records/2000631,BASE,"219 -１．はじめに OpenAI社が開発したChatGPT(OpenAI,2022)は，大規模言語モデルを 基盤とした対話型生成AIサービスであり,2022年11月30日(米国時間，以下 同じ)の公開以来，大きな注目を集めている。ChatGPTは誰でも手軽に高 度な言語モデルを活用して課題解決に取り組むことを可能にし，文章の作 成や校正，翻訳，プログラミングなど幅広い分野での利用方法が提案され ている。教育現場でもChatGPTの活用が広がることが期待されている。 ChatGPTの言語モデルも進化を続けており,2024年５月13日に発表された GPT-4o(OpenAI,2024a)は，文章に加えて音声・画像・映像の入出力が可 能となり，応用範囲がさらに拡大した。また，これまでの言語モデルが苦 手としていた最新情報や専門分野の情報に基づく回答についても，検索拡 張生成(Retrieval-Augmented Generation，以下，「RAG」)を導入するこ とで，外部データベースなどを検索して情報を補完し，根拠が明確で精度",original,ja,"EXCLUDE — non-English (ja, non-Latin script)",A,"non-English: non-English (ja, non-Latin script)"
R-15524,Taming Unleashed Large Language Models With Blockchain for Massive Personalized Reliable Healthcare,Lianshan Sun; Diandong Liu; Maoxue Wang; Yongyi Han; Yanqing Zhang; Biwei Zhou; Yi Ren; Peng zhu,2025,IEEE Xplore,10.1109/JBHI.2025.3528526,IEEE Journal of Biomedical and Health Informatics,Journals,VERIFY,,https://ieeexplore.ieee.org/document/10849673/,BASE; GAP-GOV; GAP-ORCH,"The digital health field's pursuit of massive, personalized healthcare continuously faces constraints from doctors' resources and capacity limitations. Recently, the emergence of large language models (LLMs), with their remarkable comprehension and processing abilities, has revolutionized digital health and enhanced massive, personalized healthcare. Although these LLMs have achieved significant advancements, they have also introduced inevitable hallucinations, which impact patient safety when used in massive applications. To address these challenges, this study proposes a digital hospital for a massive, personalized, reliable healthcare service named the Chat Chain-Brain-based Doctor (CHATCBD). In addition, this study transforms the LLM-based diagnostic process into a digital hospital architecture, designs a controllable AI agents framework, and develops a self-audit mechanism to enhance their reliability. The proposed CHATCBD uses blockchain technology to decentralize external regulation of the LLMs' personalized diagnoses. It introduces a blockchain-based personalized routing management mechanism to improve patient-centered decision-making and designs a blockchain-based audit framework based on a proposed mathematical model that ensures both the professionalism and honesty of audits, serving as a safety net for addressing LLM hallucinations. The results of extensive experiments conducted on 13 datasets from multiple perspectives demonstrate that the proposed CHATCBD system can significantly enhance the capabilities of LLMs in personalized healthcare.",original,en,,D,no RAG anchor in title or abstract
R-15525,Taming the Untamed: Graph-Based Knowledge Retrieval and Reasoning for MLLMs to Conquer the Unknown,Bowen Wang; Zhouqiang Jiang; Yasuaki Susumu; Shotaro Miwa; Tianwei Chen; Yuta Nakashima,2025,IEEE Xplore,10.1109/ICCV51701.2025.00450,2025 IEEE/CVF International Conference on Computer Vision (ICCV),Conferences,VERIFY,,https://ieeexplore.ieee.org/document/11445544/,GAP-ORCH,"The real value of knowledge lies not just in its accumulation, but in its potential to be harnessed effectively to conquer the unknown. Although recent multimodal large language models (MLLMs) exhibit impressing multimodal capabilities, they often fail in rarely encountered domainspecific tasks due to limited relevant knowledge. To explore this, we adopt visual game cognition as a testbed and select “Monster Hunter: World” as the target to construct a multimodal knowledge graph (MH-MMKG), which incorporates multi-modalities and intricate entity relations. We also design a series of challenging queries based on MH-MMKG to evaluate the models' ability for complex knowledge retrieval and reasoning. Furthermore, we propose a multi-agent retriever that enables a model to autonomously search relevant knowledge without additional training. Experimental results show that our approach significantly enhances the performance of MLLMs, providing a new perspective on multimodal knowledge-augmented reasoning and laying a solid foundation for future research.11The dataset and code at https://github.com/wbw520/MH-MMKG.",original,en,,D,no RAG anchor in title or abstract
R-15542,TalanSeeker : Application de l'architecture RAG pour la sélection de profils en conseil,Steve Bellart; Arnaud Deleruyelle,2025,Semantic Scholar,,European Grid Conference,JournalArticle,VERIFY,,https://www.semanticscholar.org/paper/e8b220f3ca78f078914c9df22f651a13b0f6edd4,BASE,,,fr,EXCLUDE — non-English (fr),A,non-English: non-English (fr)
R-15587,SynRAG: A Large Language Model Framework for Executable Query Generation in Heterogeneous SIEM Systems,Md Hasan Saju; Austin Page; Akramul Azim; Jeff Gardiner; Farzaneh Abazari; Frank Eargle,2025,IEEE Xplore,10.1109/CASCON66301.2025.00046,2025 IEEE International Conference on Collaborative Advances in Software and COmputiNg (CASCON),Conferences,VERIFY,,https://ieeexplore.ieee.org/document/11344108/,BASE,"Security Information and Event Management (SIEM) systems are essential for large enterprises to monitor their IT infrastructure by ingesting and analyzing millions of logs and events daily. Security Operations Center (SOC) analysts are tasked with monitoring and analyzing this vast data to identify potential threats and take preventive actions to protect enterprise assets. However, the diversity among SIEM platforms, such as Palo Alto Networks Qradar, Google SecOps, Splunk, Microsoft Sentinel and the Elastic Stack, poses significant challenges. As these systems differ in attributes, architecture, and query languages, making it difficult for analysts to effectively monitor multiple platforms without undergoing extensive training or forcing enterprises to expand their workforce. To address this issue, we introduce SynRAG, a unified framework that automatically generates threat detection or incident investigation queries for multiple SIEM platforms from a platform-agnostic specification. SynRAG can generate platformspecific queries from a single high-level specification written by analysts. Without SynRAG, analysts would need to manually write separate queries for each SIEM platform, since query languages vary significantly across systems. This framework enables seamless threat detection and incident investigation across heterogeneous SIEM environments, reducing the need for specialized training and manual query translation. We evaluate SynRAG against state-of-the-art language models, including GPT, Llama, DeepSeek, Gemma, and Claude, using Qradar and SecOps as representative SIEM systems. Our results demonstrate that SynRAG generates significantly better queries for crossSIEM threat detection and incident investigation compared to the state-of-the-art base models.",original,en,,D,no RAG anchor in title or abstract
R-15590,Synergizing Dynamic Symbolic Rules and Few-Shot Learning for Discrete Reasoning in Hybrid QA,Safayat Bin Hakim; Houbing Herbert Song,2025,IEEE Xplore,10.1109/ICDMW69685.2025.00276,2025 IEEE International Conference on Data Mining Workshops (ICDMW),Conferences,VERIFY,,https://ieeexplore.ieee.org/document/11415773/,BASE,"Hybrid neuro-symbolic question answering systems promise to combine semantic understanding with symbolic precision, yet their component interactions remain poorly understood. This paper reveals counterintuitive synergistic effects in hybrid QA systems where dynamically extracted symbolic rules and few-shot learning create performance dependencies that challenge conventional neural-symbolic integration assumptions. We introduce a fusion algorithm that automatically extracts 533 dynamic rules from DROP dataset patterns and uses fewshot examples to align neural outputs with symbolic reasoning. Experiments on 1,000 DROP queries across three architectures (Llama-3.2-3B, Mistral-7B, Gemma-1.1-7B) demonstrate that few-shot learning paradoxically degrades individual neural performance (4.2pp for Llama-3.2-3B) while enabling superior hybrid performance through integration compatibility. Dynamic rules consistently outperform static rules by 8.9 percentage points, with the complete synergistic approach achieving 99.4% Exact Match (EM) on Llama-3.2-3B and 99.2% EM on Gemma-1.1-7B. These findings establish that component optimization for integration compatibility, rather than individual performance, drives hybrid system effectiveness, providing critical design principles for discrete reasoning architectures.",original,en,,D,no RAG anchor in title or abstract
R-15615,sviluppo di un’app android per lo studio basata su sistema rag (retrieval-augmented-generation),"Ielo, Francesco Giuseppe",2025,OpenAlex,,AMS Degree Thesis (University of Bologna),dissertation,No (preprint),,https://amslaurea.unibo.it/view/cds/CDS8014/>,BASE,"L’avvento dei Large Language Models (LLM) ha rivoluzionato il campo dell’intelligenza artificiale, mostrando capacità senza precedenti nella comprensione e generazione del linguaggio. Tuttavia, limiti intrinseci come la tendenza a produrre informazioni inaccurate (allucinazioni), la conoscenza statica e la mancanza di tracciabilità delle fonti ne ostacolano l’adozione in contesti critici. La letteratura scientifica ha proposto l’architettura Retrieval Augmented Generation (RAG) come soluzione a tali problemi, integrando i modelli generativi con basi di conoscenza esterne per ancorare le risposte a dati verificabili. Nonostante il progresso tecnologico, si è identificata una lacuna nel settore degli strumenti per l’apprendimento: l’assenza di una soluzione integrata che supporti lo studente in un ciclo di studio completo. Le applicazioni attuali sono spesso frammentate, consentendo di interagire con un singolo documento o offrendo funzionalità di IA generiche non ottimizzate per lo studio. Il presente lavoro di tesi affronta questo problema attraverso la progettazione e lo sviluppo di ”MyStudyApp”, un’applicazione mobile nativa per Android. Sfruttando un’architettura RAG basata su servizi cloud Microsoft Azure, l’applicazione funge da compagno di studi intelligente, permettendo agli utenti di caricare i propri materiali, dialogare con essi tramite una chat contestuale, generare quiz personalizzati per l’autovalutazione e monitorare i progressi. La validazione del sistema è stata condotta tramite una valutazione sperimentale comparativa tra l’architettura cloud implementata e un’alternativa basata su modelli eseguiti in locale. I risultati dimostrano la netta superiorità dell’approccio cloud in termini di qualità, accuratezza delle risposte e latenza, confermando la validità delle scelte progettuali per offrire uno strumento di studio efficace, affidabile e performante.",original,it,EXCLUDE — non-English (it),A,non-English: non-English (it)
R-15635,Surgical decision-making in adult patients with epilepsy related to germline mutations: A single-center study,Irina Podkorytova; Sasha Alick-Lindstrom; Kan Ding; Ghazala Perven; Ryan Hays,2025,OpenAlex; Semantic Scholar,10.1177/03000605251342517,Journal of International Medical Research,article,VERIFY,,https://doi.org/10.1177/03000605251342517,BASE,"ObjectivesGenetic testing is not routinely performed during presurgical evaluation of adult patients with epilepsy.MethodsIn this retrospective observational study, we analyzed the diagnostic yield of an epilepsy multigene panel and patient characteristics in adult epilepsy surgery candidates from 2014 to 2024. We compared data collected from patients with GTPase-activating protein activity toward Rags 1 (GATOR1) and non-GATOR1 pathway mutations.ResultsIn total, 31 of the 236 (13%) patients tested positive for monogenic epilepsy disorders. The epilepsy multigene panel diagnostic yield was 12% (28 of the 233 patients). Overall, 9 of the 31 patients had GATOR1 pathway mutations. Moreover, 15 of the 31 patients underwent invasive electroencephalography evaluations, with 6 exhibiting GATOR1 and 9 exhibiting non-GATOR1 pathway mutations. In the GATOR1 mutations group, three of the six (50%) patients had focal ictal onset. In the non-GATOR1 mutations group, two of the nine (22%) patients had focal ictal onset. Overall, 8 of the 31 patients underwent resection or laser ablation, with 4 exhibiting GATOR1 and 4 exhibiting non-GATOR1 pathway mutations. In the GATOR1 mutations group, four of the nine (44.4%) patients underwent resection or laser ablation, and all had favorable outcomes (Engel I-II). In the non-GATOR1 mutations group, 4 of the 22 (18.2%) patients underwent resection. One patient had a favorable outcome (Engel I).ConclusionsGenetic testing may be helpful for selection of epilepsy surgery candidates and for counseling regarding expected epilepsy surgery outcome. These findings may be valuable for large multicenter studies with the goal to streamline the surgical journey of epilepsy patients with germline mutations.",original,en,,D,no RAG anchor in title or abstract
R-15660,Success and Learnings from Use of Large Language Models in Power Sector,Hiok Song Er; Pak Hei Cheng; Cheuk Hin Ho; Dekun Zhan; Bailing Zhang,2025,IEEE Xplore,10.1109/CEPSI66359.2025.11403368,2025 25th Conference of the Electric Power Supply Industry (CEPSI),Conferences,VERIFY,,https://ieeexplore.ieee.org/document/11403368/,BASE,"The advent of Generative Artificial Intelligence and its ability to work with unstructured data has enabled new applications in an industry that is traditionally centered around numerical analyses of large instruments and management of assets. In this study we will review our experience when applying Generative Artificial Intelligence in the Power sector. We will share what has worked, associated benefits and lessons learnt along the journey. We would also offer a forward-looking view of what emerging technology such as Agentic AI could mean to the Power sector.",original,en,,D,no RAG anchor in title or abstract
R-15662,Subsidiarity in the Shadow of Sovereignty,Loren King,2025,OpenAlex,10.1111/josp.70014,Journal of Social Philosophy,article,VERIFY,,https://doi.org/10.1111/josp.70014,BASE; GAP-GOV,"Forms of informal cooperation, coordination, and action that embody mutuality without hierarchy are the quotidian experience of most people. Only occasionally do they embody implicit or explicit opposition to state law and institutions. Most villages and neighborhoods function precisely because of the informal, transient networks of coordination that do not require formal organization, let alone hierarchy. In other words, the experience of anarchistic mutuality is ubiquitous. Subsidiarity frustrates. Emerging from Catholic roots to become an explicit part of EU law,1 the principle admits of clear articulation as an ideal (‘vest authority as close as feasible to those most affected’) but then invites conflicting interpretations and elaborations. As a workable principle, subsidiarity founders seemingly when we need it most: when we ask what, precisely, that principle regulates. Andreas Føllesdal has shown that distinct interpretations of subsidiarity have strikingly incongruous political implications, with any “apparent consensus … gained only by obfuscation” (Føllesdal 1998, 190). And as a moral precept, subsidiarity promises a politics sensitive to diverse needs and responsive to local knowledge; yet in practice, any implementation of the ideal pulls us back toward an authoritative center to regulate disputes and coordinate all of this local wisdom. Jenna Bednar describes subsidiarity as “the soul of federalism” (Bednar 2014, 231) and she has in mind two complementary rationales: ensuring that political power is close to the people affected, while also finding efficient ways to satisfy diverse preferences. Of particular interest in Bednar's account is the epistemic role for subsidiarity in bringing a wider range of perspectives to bear on judging new policies than might otherwise be the case in a more centralized system. Here, then, the justification of subsidiarity appeals to efficiency and accountability, not simply for any given snapshot of needs, interests, and associated policies, but also (and more critically) to the constitutional and administrative system as a whole.2 Still, these epistemic hopes for subsidiarity seem to assume, as Jacob Levy puts it, “a fantastic level of competence, knowledge, and disinterestedness on the part of the body that allocates decision-making authority in each case—itself usually one of the contenders for the authority at stake” (Levy 2007, 462). I love subsidiarity for these frustrations and ambiguities. In this respect, it is the perfect moral maxim for the real worlds of political institutions and practices, where most of us, most of the time, muddle through the messy day-to-day complexities of living together, while leaving space for dissent and resistance. Levy argues that subsidiarity “fails as an institutional decision rule,” but he prefaces that indictment with the thought that it “may offer a useful critical language” (Levy 2007, 462). That, I think, is a thought worth pursuing. Perhaps we will be less frustrated with subsidiarity if we see it not primarily as a decision rule or principle of institutional design, but also, and perhaps more importantly, as an essential challenge to the dominant vocabulary of the sovereign territorial state? To be sure, subsidiarity labors under the long shadow of the Westphalian imaginary, a vision of politics anchored in justifying coercion over a bounded territory. Sovereignty and rights are the coins of that realm. If subsidiarity is to be a critical lens, then it will be laboring against that imaginary, and our settled moral and legal vocabularies so firmly entrenched therein. To make my case, then, this is the labor I will undertake here. On a rather cold and unfriendly morning in October 1625, Rudolph Christian, the newly enthroned count of Eastern Frisia, arrived at the city gate of Emden, expecting that the city would welcome him and immediately start with the traditional ceremonies during which it had to pay homage to its new sovereign. But",original,en,,D,no RAG anchor in title or abstract
R-15663,Su1752: OPTIMIZING LARGE LANGUAGE MODELS FOR HEPATOLOGY: A COMPREHENSIVE EVALUATION OF RETRIEVAL-AUGMENTED GENERATION AND SUPERVISED FINE-TUNING ON EASL GUIDELINES,Mauro Giuffrè; Simone Kresevic; Alessia Distefano; M Gulotta; F. Orbosuè; Miloš Ajčević; Lory Saveria Crocè; Dennis Shung,2025,OpenAlex; Semantic Scholar,10.1016/s0016-5085(25)04959-5,Gastroenterology,conference-abstract,VERIFY,,https://doi.org/10.1016/s0016-5085(25)04959-5,BASE,,,de,EXCLUDE — non-English (de),A,non-English: non-English (de)
R-15681,Structuring the Unstructured: A Multi-Agent LLM Framework for Transforming Ambiguous SOPs into Code,Giroh S.K.,2025,Scopus,10.18653/v1/2025.emnlp-industry.163,Emnlp 2025 2025 Conference on Empirical Methods in Natural Language Processing Proceedings of the Industry Track,Conference Paper,VERIFY,,https://api.elsevier.com/content/abstract/scopus_id/105039612567,GAP-ORCH,"Sachin Kumar Giroh, Pushpendu Ghosh, Aryan Jain, Harshal Giridhari Paunikar, Aditi Rastogi, Promod Yenigalla, Anish Nediyanchath. Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing: Industry Track. 2025.",OpenAlex,en,,D,no RAG anchor in title or abstract
R-15690,"Structured PREreview of ""An Exploratory Study of Code Retrieval Techniques in Coding Agents""",Alexandre CERVEAU AUDEBEAU,2025,OpenAlex,10.5281/zenodo.17536687,Zenodo (CERN European Organization for Nuclear Research),peer-review,No (preprint),,https://doi.org/10.5281/zenodo.17536687,BASE; GAP-ORCH,"This Zenodo record is a permanently preserved version of a Structured PREreview. You can view the complete PREreview at https://prereview.org/reviews/17536688. Does the introduction explain the objective of the research presented in the preprint? Yes The introduction clearly sets out the article's objective: to analyze how different coding agents perform code retrieval, compare lexical and semantic approaches, examine their integration into agentic loops, and characterize trade-offs (token efficiency, context usage, latency/iterations). It announces an exploratory approach focused on ""real"" agents and sets the stage for a more rigorous future benchmark; further on, the three research questions (semantic vs. lexical, value of ""human"" tools such as LSP for agents, value of specialized retrieval sub-agents) formalize this objective without ambiguity. To strengthen the introduction, it would help to restate these three RQs early (not only in Methods), flag the ""one task/one repository"" exploratory scope up front, and add immediate sources for several general claims (e.g., the context bottleneck, the role of grep/ripgrep). Are the methods well-suited for this research? Somewhat appropriate For a qualitative exploratory study, the method is generally consistent and well executed: same task and repository state for all runs, repeated trials to capture LLM non-determinism, selection of agents covering diverse paradigms (lexical, hybrid, AST/graph, multi-agent), and structured collection of execution traces, qualitative observations, and quantitative measures (tokens, tool calls, costs, completion status), with appendices that support transparency and reproducibility. However, several gaps limit external validity: (1) single task/repository (low diversity); (2) confounding variables are not isolated (different models, context windows, prompts, tool inventories, and architectures), preventing causal attribution to retrieval alone; (3) no controlled ablations (e.g., same model with lexical vs. semantic), no standardized retrieval metrics (precision/recall/coverage of retrieved snippets), and no statistical analysis; (4) measurement artifacts (e.g., cached tokens obscuring actual context pressure) and no harmonized latency/wall-time reporting; (5) qualitative coding lacks inter-annotator agreement. Overall, the method is a strong basis for hypothesis generation and behavior comparison, but not for causal or general claims. To reach ""highly appropriate,"" add a multi-task/multi-repo benchmark, controlled ablations fixing model/window/tools, standardized retrieval metrics, normalized cost/latency (including cache handling), inferential statistics, and ideally a pre-registered plan with double-coding for qualitative judgments. Are the conclusions supported by the data? Somewhat supported Mostly yes for an exploratory study. Conclusions are aligned with the evidence: (1) RQ1 — no clear win for semantic search on this task is consistent with universal task success and differences largely in token usage; (2) LSP — added overhead without measured gains matches the traces, while LSP-inspired structural approaches (e.g., Aider) fare better when adapted for agents; (3) multi-agents — Amp's low token use alongside coordination overhead, with no systematic edge over strong single-agent setups, fits the data; (4) the transparency-vs-efficiency trade-off appears across agents. That said, the suggestion that AST/graph methods ""outperform"" others remains tentative: results come from one task/one repo, with confounders and no standardized retrieval metrics. The manuscript appropriately frames these as hypotheses. Are the data presentations, including visualizations, well-suited to represent the data? Neither appropriate and clear nor inappropriate and unclear The tables convey main results and trends, but visuals could be stronger and more accessible. Key metrics aren't fully normalized (e.g., displayed vs. actual tokens with caching) and need clearer note",original,en,,D,no RAG anchor in title or abstract
R-15711,StreamLink: Large-Language-Model Driven Distributed Data Engineering System,Dawei Feng; Di Mei; Huiri Tan; Lei Ren; Xianying Lou; Zhangxi Tan,2025,arXiv,arXiv:2505.21575v1,arXiv preprint,preprint,No (preprint),,http://arxiv.org/abs/2505.21575v1,BASE; GAP-GOV,"Large Language Models (LLMs) have shown remarkable proficiency in natural language understanding (NLU), opening doors for innovative applications. We introduce StreamLink - an LLM-driven distributed data system designed to improve the efficiency and accessibility of data engineering tasks. We build StreamLink on top of distributed frameworks such as Apache Spark and Hadoop to handle large data at scale. One of the important design philosophies of StreamLink is to respect user data privacy by utilizing local fine-tuned LLMs instead of a public AI service like ChatGPT. With help from domain-adapted LLMs, we can improve our system's understanding of natural language queries from users in various scenarios and simplify the procedure of generating database queries like the Structured Query Language (SQL) for information processing. We also incorporate LLM-based syntax and security checkers to guarantee the reliability and safety of each generated query. StreamLink illustrates the potential of merging generative LLMs with distributed data processing for comprehensive and user-centric data engineering. With this architecture, we allow users to interact with complex database systems at different scales in a user-friendly and security-ensured manner, where the SQL generation reaches over 10\% of execution accuracy compared to baseline methods, and allow users to find the most concerned item from hundreds of millions of items within a few seconds using natural language.",original,en,,D,no RAG anchor in title or abstract
R-15714,Streamlining Research Complexities for AI Agents: Charting Pathways to Innovative Idea Generation,Jinghui Guo; Khandakar Ashrafi Akbar; Latifur Khan; Bhavani Thuraisingham; Saquib Irtiza,2025,IEEE Xplore,10.1109/ACDSA65407.2025.11166476,"2025 International Conference on Artificial Intelligence, Computer, Data Sciences and Applications (ACDSA)",Conferences,VERIFY,,https://ieeexplore.ieee.org/document/11166476/,BASE,"The emergence of generative artificial intelligence in language processing has made it possible to automate complex human tasks, such as research. By breaking down these intricate tasks, large language models (LLMs) can gain a deeper understanding of how to tackle problems effectively. Emphasizing hierarchical information and contrasting perspectives is crucial for enhancing LLMs’ contextual awareness, leading to more informed and accurate outcomes. We propose an innovative approach to help LLMs generate novel research ideas and assess their quality across various dimensions. Our case studies and experiments show that simplifying research narratives enables LLMs to generate more concrete, high-quality ideas. We conduct extensive automated experiments on the generated novel ideas, evaluating them against various metrics and demonstrating their effectiveness based on different qualitative factors.",original,en,,D,no RAG anchor in title or abstract
R-15721,Strategies for Enhancing Card Game Analysis: Exploring Large Language Models in Imperfect Information Settings,Feihu Ma; Xuechen Liang; Jianing Long; Meiling Tao,2025,IEEE Xplore,10.1109/ACCESS.2025.3546629,IEEE Access,Journals,VERIFY,,https://ieeexplore.ieee.org/document/11049842/,BASE,"Recent advancements in large language models (LLMs) have unlocked the potential for generating high-quality game commentary. However, producing insightful and engaging commentary for complex games with incomplete information remains a significant challenge. In this paper, we introduce a novel commentary method that combine Reinforcement Learning (RL) and LLMs, tailored specifically for the Chinese card game Guandan. Our system leverages RL to generate intricate card-playing scenarios and employs LLMs to generate corresponding commentary text, effectively emulating the strategic analysis and narrative prowess of professional commentators. The framework comprises a state commentary guide, a Theory of Mind (ToM)-based strategy analyzer, and a style retrieval module, which seamlessly collaborate to deliver detailed and context-relevant game commentary in the Chinese language environment. We empower LLMs with ToM capabilities and refine both retrieval and information filtering mechanisms. This facilitates the generation of personalized commentary content. The semantic similarity of our model far exceeds that of other models by close to 80%. Our experimental results showcase the substantial enhancement in performance achieved by the proposed commentary framework when applied to open-source LLMs, surpassing the performance of GPT-4 across multiple evaluation metrics.",original,en,,D,no RAG anchor in title or abstract
R-15747,STARS: Synchronous Token Alignment for Robust Supervision in Large Language Models,Mohammad Atif Quamar; Mohammad Areeb; Mikhail Kuznetsov; Muslum Ozgur Ozmen; Z. Berkay Celik,2025,arXiv,arXiv:2511.03827v2,arXiv preprint,preprint,No (preprint),,http://arxiv.org/abs/2511.03827v2,BASE,"Aligning large language models (LLMs) with human values is crucial for safe deployment. Inference-time techniques offer granular control over generation; however, they rely on model uncertainty, meaning an internal estimate of how likely the model believes its next tokens or outputs are correct, for segmentation. We show that this introduces two critical limitations: (a) vulnerability to miscalibrated confident hallucinations and (b) poor hardware utilization due to asynchronous, ragged batch processing. Together, these issues reduce alignment reliability while increasing token and compute costs, which limits their practical scalability. To address these limitations, building on dynamic inference-time alignment methods, we introduce STARS, Synchronous Token Alignment for Robust Supervision, a decoding-time algorithm, which steers generation by enforcing verification at fixed-horizon intervals. By decoupling segmentation from confidence, STARS enables lockstep parallel execution and robustly detects errors that uncertainty metrics miss. On the HH-RLHF benchmark, we demonstrate that STARS achieves competitive alignment quality with that of state-of-the-art dynamic methods, while strictly bounding rejection costs and maximizing system throughput. Furthermore, it outperforms fine-tuning and several state-of-the-art inference-time decoding strategies by good margins, and establishes fixed-horizon sampling as a robust, system-efficient alternative for aligning LLMs at scale. The code is publicly available at https://github.com/purseclab/STARS.",original,en,,D,no RAG anchor in title or abstract
R-15764,SQuARE: Structured Query & Adaptive Retrieval Engine for Tabular Formats,Gondhalekar C.,2025,IEEE Xplore; Scopus,10.1109/BigData66926.2025.11400858,Proceedings of the IEEE International Conference on Big Data Bigdata,Conference Paper,VERIFY,,https://api.elsevier.com/content/abstract/scopus_id/105037807202,BASE; GAP-ORCH,"Accurate question answering over real spreadsheets remains difficult due to multirow headers, merged cells, and unit annotations that disrupt naive chunking, while rigid SQL views fail on files lacking consistent schemas. We present SQuARE, a hybrid retrieval framework with sheet-level, complexity-aware routing. It computes a continuous score based on header depth and merge density, then routes queries either through structure-preserving chunk retrieval or SQL over an automatically constructed relational representation. A lightweight agent supervises retrieval, refinement, or combination of results across both paths when confidence is low. This design maintains header hierarchies, time labels, and units, ensuring that returned values are faithful to the original cells and straightforward to verify. Evaluated on multi-header corporate balance sheets, a heavily merged World Bank workbook, and diverse public datasets, SQuARE consistently surpasses single-strategy baselines and ChatGPT-4o on both retrieval precision and end-to-end answer accuracy while keeping latency predictable. By decoupling retrieval from model choice, the system is compatible with emerging tabular foundation models and offers a practical bridge toward a more robust table understanding.",original,en,,D,no RAG anchor in title or abstract
R-15771,Splicing variants in DEPDC5 ‐related epilepsies: From functional characterization to correction,Evgeniya Osipova; Igor Bychkov; Alexandra Filatova; Artem Borovikov; Artem Sharkov; S. M. Sharkova; Dmitriy Saushev; Ekaterina Lozier; Vyacheslav Tabakov; Mikhail Skoblov,2025,OpenAlex,10.1111/epi.18506,Epilepsia,article,VERIFY,,https://doi.org/10.1111/epi.18506,BASE,"OBJECTIVE: This study aims to investigate the role of splicing variants in the DEPDC5 gene, which is commonly associated with familial focal epilepsies. Although heterozygous germline variants in genes encoding components of the GAP activity toward Rags 1 (GATOR1) complex (DEPDC5, NPRL2, and NPRL3) have been frequently identified in these cases, the effects of most previously identified variants on splicing remain unstudied. We focused on analyzing both intronic and exonic splicing variants and developing a potential correction strategy. METHODS: Gene panel, whole-exome sequencing (WES), or whole-genome sequencing (WGS) was used to identify pathogenic variants in four familial cases with DEPDC5-related epilepsy, whereas RNA analysis evaluated their impact on splicing. For seven previously described variants, a functional analysis using a minigene expression system assessed their effects on splicing. A correction system using modified small nuclear RNAs (snRNAs) was developed to target one of the identified splicing variants. RESULTS: Two canonical splice-site variants, missense and synonymous variants, were identified in DEPDC5 across affected families. Pathogenicity was confirmed for the exonic variants, and the molecular mechanisms of splicing disruption were elucidated for all four variants. Analysis of previously published DEPDC5 variants revealed that 13.6% of reported single nucleotide variants may affect splicing, including both intronic and exonic variants. Notably, approximately half of non-canonical intronic splice region variants were predicted to have no impact on splicing, indicating a high likelihood of misannotation. Five missense and two nonsense previously reported DEPDC5 variants were functionally analyzed for their effect on splicing, revealing diverse mechanisms such as activation of cryptic splice sites and disruption of exonic splicing enhancers. For the c.3264G>A patient variant, a correction system using modified snRNAs successfully rescued normal splicing. SIGNIFICANCE: This study enhances understanding of splicing variants in the DEPDC5 gene and their role in focal epilepsies. The development of a correction system using modified snRNAs represents a novel therapeutic approach, laying the groundwork for personalized treatment strategies.",original,en,,D,no RAG anchor in title or abstract
R-15784,SpecialtyScribe: Enhancing SOAP note Scribing for Medical Specialties using LLMs,Rastogi E.,2025,Scopus,10.1145/3701551.3706131,Wsdm 2025 Proceedings of the 18th ACM International Conference on Web Search and Data Mining,Conference Paper,VERIFY,,https://api.elsevier.com/content/abstract/scopus_id/105001669186,GAP-GOV,"The healthcare industry has accumulated vast amounts of unstructured clinical data, including medical records, patient communications, and visit notes. Clinician-patient conversations are central to medical records, with the clinician's final summary (the medical note) serving as the key reference for future interactions and treatments. Creating a concise and accurate medical SOAP note is crucial for quality patient care and is especially challenging for specialty care, which requires added focus on relevance to the specialty, clarity, absence of hallucinations, and adherence to doctor preferences. This makes it very challenging for a general-purpose LLM to create satisfactory notes. Some recent LLMs, like GPT-4, have shown promise in medical note generation; however, the high cost, size, latency, and privacy concerns associated with closed models make them impractical for many healthcare facilities. In this talk, we will present our method ''SpecialtyScribe'', which is a modular pipeline for generating specialty-specific medical notes. It consists of three main components: an Information Extractor module that captures relevant specialty data, a Context Retriever module that retrieves and verifies the relevant context from the transcript, and a Note Writer module that generates medically acceptable notes based on the extracted information. Our framework outperforms any naively prompt-engineered model by more than 32% on expert scoring, and our in-house models surpass similarly sized open-source models by more than 100% on ROUGE based metrics. The in-house models also match the overall performance of the best closed-source LLMs while being less than 1% the estimated size of them. We'll showcase multiple ablations across our pipeline, mitigation of hallucinations, the role of retrievers, and the importance of scalable pipelines for multiple specialties. We'll also discuss the design of our human-expert scoring mechanism for various language model use cases.",Semantic Scholar,en,,D,no RAG anchor in title or abstract
